PROGRAM_ID,OFFER_ID,SENDER_ID,ACTION,STATUS,MSISDN,NOTIFICATION_MSG
RT_WS_Insurance_AIA_News_Program,RT_WS_AIA_News_HB_A_OffContactTime_Offer,ShopeeDeals,smsmt-emptymsg,Empty message field,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,
RT_WS_Insurance_AIA_News_Program,RT_WS_AIA_News_HB_A_OffContactTime_Offer,ShopeeDeals,smsmt-emptymsg,Empty message field,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,
RT_WS_Lazada_Payday_Program,RT_WS_Lazada_Payday_offcontacttime_Offer,Lazada,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ช้อปสนุกสุขเต็มสิบ กับ Lazada เซลใหญ่วันเกิด 10 ปี! ฉลองเงินเดือนออก แจกคูปองพิเศษเฉพาะลูกค้าทรู  คลิกเลย! https://stg.elinks.io/VMnApKe0
RT_WS_Insurance_AIA_Ecommerce_Program,RT_WS_AIA_Ecommerce_HB_A_OffContactTime_Offer,AIA,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/fMChAFi5"
RT_WS_Insurance_AIA_Ecommerce_Program,RT_WS_AIA_Ecommerce_GIWL_A_OffContactTime_Offer,AIA,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/CJCOqqPp
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_HB_A_OffContactTime_Offer,AIA,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/uliwvbxL"
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_HB_A_OffContactTime_Offer,AIA,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/Px18H-KL"
RT_WS_Insurance_AIA_Travel_Program,RT_WS_AIA_Travel_GIWL_A_OffContactTime_Offer,AIA,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/a70wlqvo
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_HB_A_OffContactTime_Offer,AIA,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/c0qpCgrS"
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_GIWL_A_OffContactTime_Offer,AIA,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/e_Wrnevh
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_GIWL_A_OffContactTime_Offer,AIA,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/Td7rbOpX
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_HB_A_OffContactTime_Offer,AIA,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/fECmHnEf"
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_GIWL_A_OffContactTime_Offer,AIA,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/yhDjAncP
RT_WS_Insurance_AIA_Travel_Program,RT_WS_AIA_Travel_GIWL_A_OffContactTime_Offer,AIA,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/Sd9R4-z5
RT_WS_Insurance_AIA_Travel_Program,RT_WS_AIA_Travel_HB_A_OffContactTime_Offer,AIA,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/rKSeYkUj"
RT_WS_Insurance_AIA_Travel_Program,RT_WS_AIA_Travel_HB_A_OffContactTime_Offer,AIA,smsmt-submit,success,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/C7GH4Ycy"
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/QX4lG6Dl
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_HB_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/GuD_NCF2"
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_HB_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/CjmPsLNt"
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_HB_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/A5_nFDiM"
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/vwEkJGAy
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/w4LvHels
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/nalB_Mc0
RT_WS_Insurance_AIA_Ecommerce_Program,RT_WS_AIA_Ecommerce_HB_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/wfTkVezV"
RT_WS_Insurance_AIA_Ecommerce_Program,RT_WS_AIA_Ecommerce_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/7Z8RkYoS
RT_WS_Insurance_AIA_Ecommerce_Program,RT_WS_AIA_Ecommerce_HB_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/fMChAFi5"
RT_WS_Insurance_AIA_Ecommerce_Program,RT_WS_AIA_Ecommerce_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/CJCOqqPp
RT_WS_Lazada_Payday_Program,RT_WS_Lazada_Payday_offcontacttime_Offer,Lazada,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ช้อปสนุกสุขเต็มสิบ กับ Lazada เซลใหญ่วันเกิด 10 ปี! ฉลองเงินเดือนออก แจกคูปองพิเศษเฉพาะลูกค้าทรู  คลิกเลย! https://stg.elinks.io/VMnApKe0
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_HB_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/uliwvbxL"
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_HB_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/Px18H-KL"
RT_WS_Insurance_AIA_Travel_Program,RT_WS_AIA_Travel_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/a70wlqvo
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_HB_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/c0qpCgrS"
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/Td7rbOpX
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/e_Wrnevh
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_HB_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/fECmHnEf"
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/yhDjAncP
RT_WS_Insurance_AIA_Travel_Program,RT_WS_AIA_Travel_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/Sd9R4-z5
RT_WS_Insurance_AIA_Travel_Program,RT_WS_AIA_Travel_HB_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/rKSeYkUj"
RT_WS_Insurance_AIA_Travel_Program,RT_WS_AIA_Travel_HB_A_OffContactTime_Offer,AIA,sms-dr,Message acknowledged by SMSC,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/C7GH4Ycy"
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_HB_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/GuD_NCF2"
RT_WS_Insurance_AIA_Ecommerce_Program,RT_WS_AIA_Ecommerce_HB_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/wfTkVezV"
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_HB_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/A5_nFDiM"
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_HB_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/CjmPsLNt"
RT_WS_Insurance_AIA_Ecommerce_Program,RT_WS_AIA_Ecommerce_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/7Z8RkYoS
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/vwEkJGAy
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/QX4lG6Dl
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/nalB_Mc0
RT_WS_Insurance_AIA_Banking_Program,RT_WS_AIA_Banking_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/w4LvHels
RT_WS_Lazada_Payday_Program,RT_WS_Lazada_Payday_offcontacttime_Offer,Lazada,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ช้อปสนุกสุขเต็มสิบ กับ Lazada เซลใหญ่วันเกิด 10 ปี! ฉลองเงินเดือนออก แจกคูปองพิเศษเฉพาะลูกค้าทรู  คลิกเลย! https://stg.elinks.io/VMnApKe0
RT_WS_Insurance_AIA_Travel_Program,RT_WS_AIA_Travel_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/a70wlqvo
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/Td7rbOpX
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_HB_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/c0qpCgrS"
RT_WS_Insurance_AIA_Ecommerce_Program,RT_WS_AIA_Ecommerce_HB_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/fMChAFi5"
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_HB_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/uliwvbxL"
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_HB_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/Px18H-KL"
RT_WS_Insurance_AIA_Ecommerce_Program,RT_WS_AIA_Ecommerce_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/CJCOqqPp
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_HB_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,"เจ็บป่วยหรือบาดเจ็บ ก็ไม่ต้องกลัวขาดรายได้ ด้วยประกันจาก AIA นอนรพ. รับเงินชดเชยวันละ 3,000 บ. คลิก! https://stg.elinks.io/fECmHnEf"
RT_WS_Insurance_AIA_JobSearch_Program,RT_WS_AIA_JobSearch_GIWL_A_OffContactTime_Offer,AIA,sms-dr,Memory capacity exceeded,3bc112bbfa202b0808d1330c90bc38b9b34e93bb252c00adf15730500928c06a,ซื้อประกันชีวิตอาวุโสOK จาก AIA ให้พ่อแม่ ไม่ต้องตรวจสุขภาพ จ่ายเบี้ยเริ่มต้นเพียงวันละ 6บ. คุ้มครองชีวิตสูงสุด2แสนบาท สนใจ คลิก https://stg.elinks.io/e_Wrnevh
